entry_type,ats,company,board_token,token_type,hosted_board_url,api_jobs_url,api_jobs_content_url,api_method,source_status,source_checked_date,source_dataset,source_url,notes
board,teamtailor,again,again,subdomain,https://again.teamtailor.com/jobs,https://again.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,akality,akality,subdomain,https://akality.teamtailor.com/jobs,https://akality.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,ampersandelectricmobility,ampersandelectricmobility,subdomain,https://ampersandelectricmobility.teamtailor.com/jobs,https://ampersandelectricmobility.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,antaretechnology-1748341798,antaretechnology-1748341798,subdomain,https://antaretechnology-1748341798.teamtailor.com/jobs,https://antaretechnology-1748341798.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,aria-jobs,aria-jobs,subdomain,https://aria-jobs.teamtailor.com/jobs,https://aria-jobs.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,awaceb,awaceb,subdomain,https://awaceb.teamtailor.com/jobs,https://awaceb.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,axmed,axmed,subdomain,https://axmed.teamtailor.com/jobs,https://axmed.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,axolotgamesab,axolotgamesab,subdomain,https://axolotgamesab.teamtailor.com/jobs,https://axolotgamesab.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,barbri,barbri,subdomain,https://barbri.teamtailor.com/jobs,https://barbri.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,bezerocarbon,bezerocarbon,subdomain,https://bezerocarbon.teamtailor.com/jobs,https://bezerocarbon.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,bryter,bryter,subdomain,https://bryter.teamtailor.com/jobs,https://bryter.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,bunnynet,bunnynet,subdomain,https://bunnynet.teamtailor.com/jobs,https://bunnynet.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,capraconsulting,capraconsulting,subdomain,https://capraconsulting.teamtailor.com/jobs,https://capraconsulting.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,castai,castai,subdomain,https://castai.teamtailor.com/jobs,https://castai.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
board,teamtailor,centra,centra,subdomain,https://centra.teamtailor.com/jobs,https://centra.teamtailor.com/jobs.json,,GET,public_seed_unverified,2026-09-22,Tindi12/Scout public ATS list + GitHub code-search harvest,https://github.com/,Publicly observed ATS tenant/board token. Validate live status during crawler execution.
